id,day,month,price
674159,weekend,3,147.0
674159,weekend,4,147.0
674159,weekend,5,147.0
674159,weekend,6,200.0
674159,weekend,7,150.0
674159,weekend,8,150.0
674159,weekend,9,150.0
674159,weekend,10,200.0
674159,weekend,11,150.0
674159,weekend,12,150.0
681880,weekday,1,89.0
681880,weekday,2,89.0
681880,weekday,3,89.0
681880,weekday,4,90.63636363636364
681880,weekday,5,89.0
681880,weekday,6,99.14285714285714
681880,weekday,7,89.0
681880,weekday,8,89.0
681880,weekday,9,89.0
681880,weekday,10,89.0
681880,weekday,11,89.0
681880,weekday,12,89.0
681880,weekend,1,104.0
681880,weekend,2,111.5
681880,weekend,3,107.0
681880,weekend,4,119.75
681880,weekend,5,119.0
681880,weekend,6,128.11111111111111
681880,weekend,7,96.5
681880,weekend,8,89.0
681880,weekend,9,89.0
681880,weekend,10,89.0
681880,weekend,11,89.0
681880,weekend,12,89.0
747429,weekday,1,295.0
747429,weekday,2,295.0
747429,weekday,3,295.0
747429,weekday,4,295.0
747429,weekday,5,295.0
747429,weekday,6,295.0
747429,weekday,7,295.0
747429,weekday,8,295.0
747429,weekday,9,295.0
747429,weekday,10,295.0
747429,weekday,11,295.0
747429,weekday,12,295.0
747429,weekend,1,295.0
747429,weekend,2,295.0
747429,weekend,3,295.0
747429,weekend,4,295.0
747429,weekend,5,295.0
747429,weekend,6,295.0
747429,weekend,7,295.0
747429,weekend,8,295.0
747429,weekend,9,295.0
747429,weekend,10,295.0
747429,weekend,11,295.0
747429,weekend,12,295.0
775235,weekday,1,63.130434782608695
775235,weekday,2,60.0
775235,weekday,3,60.04761904761905
775235,weekday,4,61.90909090909091
775235,weekday,5,62.36363636363637
775235,weekday,6,65.76190476190476
775235,weekday,7,66.0
775235,weekday,8,66.0
775235,weekday,9,66.0
775235,weekday,10,66.0
775235,weekday,11,66.0
775235,weekday,12,66.0
775235,weekend,1,63.0
775235,weekend,2,60.0
775235,weekend,3,60.2
775235,weekend,4,61.875
775235,weekend,5,62.55555555555556
775235,weekend,6,65.66666666666667
775235,weekend,7,66.0
775235,weekend,8,66.0
775235,weekend,9,66.0
775235,weekend,10,66.0
775235,weekend,11,66.0
775235,weekend,12,66.0
914787,weekday,1,125.95652173913044
914787,weekday,2,111.5
914787,weekday,3,186.14285714285714
914787,weekday,4,192.63636363636363
914787,weekday,5,198.0909090909091
914787,weekday,6,262.3333333333333
914787,weekday,7,175.0
914787,weekday,8,175.0
914787,weekday,9,299.0
914787,weekday,10,299.0
914787,weekday,11,299.0
914787,weekday,12,299.0
914787,weekend,1,137.0
914787,weekend,2,136.5
914787,weekend,3,237.0
914787,weekend,4,269.0
914787,weekend,5,269.0
914787,weekend,6,285.0
914787,weekend,7,175.0
914787,weekend,8,175.0
914787,weekend,9,299.0
914787,weekend,10,299.0
914787,weekend,11,299.0
914787,weekend,12,299.0
980344,weekday,1,250.0
980344,weekday,2,250.0
980344,weekday,3,250.0
980344,weekday,4,250.0
980344,weekday,5,250.0
980344,weekday,6,250.0
980344,weekday,7,250.0
980344,weekday,8,250.0
980344,weekday,9,250.0
980344,weekday,10,250.0
980344,weekday,11,250.0
