id,last_scraped,host_since,host_listings_count,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,property_type,accommodates,bathrooms,bedrooms,bed_type,price,security_deposit,cleaning_fee,review_scores_rating,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,has_availability,is_review,days_host
8993928,2019-01-17,2015-10-19,1,t,f,District 24,36.11756577721043,-86.83387164425812,Entire home/apt,Guest suite,4,1.0,2,Real Bed,120.0,0.0,50.0,99.0,137,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1186
9004782,2019-01-17,2015-10-20,1,t,f,District 7,36.21119873049298,-86.73250379336054,Entire home/apt,Apartment,4,1.0,1,Real Bed,76.0,0.0,30.0,98.0,322,9.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1185
9012270,2019-01-17,2015-10-20,1,f,f,District 19,36.162627276465,-86.78959933841378,Entire home/apt,Apartment,3,1.0,1,Real Bed,350.0,500.0,75.0,90.0,2,8.0,10.0,10.0,10.0,8.0,f,f,flexible,f,f,t,True,1185
9012522,2019-01-17,2014-06-24,1,f,t,District 10,36.31752848648672,-86.69455615138449,Private room,Townhouse,2,1.0,1,Real Bed,76.0,100.0,0.0,98.0,8,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1668
9024984,2019-01-17,2015-08-27,1,t,t,District 25,36.10587620009838,-86.78969658501462,Entire home/apt,Apartment,4,1.0,1,Real Bed,109.0,200.0,55.0,100.0,277,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1239
9026268,2019-01-17,2013-11-17,1,t,t,District 5,36.197448469937726,-86.75214998259547,Entire home/apt,Guest suite,6,1.0,1,Real Bed,71.0,100.0,70.0,97.0,194,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1887
9033307,2019-01-17,2015-10-21,2,t,f,District 12,36.16982295962681,-86.59921770059151,Private room,Condominium,2,1.0,1,Real Bed,36.0,0.0,0.0,94.0,55,10.0,9.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1184
9038350,2019-01-17,2015-05-16,1,t,t,District 2,36.207428032705685,-86.78848852280503,Entire home/apt,House,6,2.0,3,Real Bed,99.0,0.0,75.0,97.0,75,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1342
9059335,2019-01-17,2014-11-21,15,f,t,District 12,36.15782211924001,-86.58929609063824,Entire home/apt,House,9,2.0,3,Real Bed,169.0,500.0,125.0,94.0,63,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1518
9063620,2019-01-17,2015-08-17,3,t,f,District 21,36.17478178400792,-86.802649062256,Entire home/apt,House,6,1.5,2,Real Bed,119.0,0.0,75.0,99.0,92,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1249
9078761,2019-01-17,2015-10-24,3,t,f,District 8,36.21368956539477,-86.73411872751923,Entire home/apt,House,10,2.0,3,Real Bed,199.0,200.0,125.0,97.0,12,9.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1181
9078946,2019-01-17,2015-10-24,3,t,f,District 8,36.2159625488648,-86.73457100486453,Entire home/apt,Apartment,5,1.0,1,Real Bed,79.0,150.0,75.0,96.0,40,10.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1181
9090089,2019-01-17,2015-10-25,1,t,f,District 18,36.12624608411071,-86.79610499845522,Entire home/apt,House,6,1.0,3,Real Bed,125.0,175.0,85.0,97.0,100,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1180
9091199,2019-01-17,2015-09-24,2,t,t,District 3,36.28113826606721,-86.76023953592257,Entire home/apt,Apartment,7,1.0,0,Real Bed,60.0,0.0,0.0,98.0,211,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1211
9115217,2019-01-17,2015-10-26,1,f,t,District 18,36.131557090372645,-86.79269493408769,Entire home/apt,House,4,1.5,2,Real Bed,107.0,0.0,0.0,100.0,1,10.0,10.0,10.0,10.0,8.0,f,f,flexible,f,f,t,True,1179
9116191,2019-01-17,2015-05-08,6,t,t,District 29,36.09130815295616,-86.63282938292947,Private room,Townhouse,2,1.0,1,Real Bed,49.0,250.0,65.0,98.0,11,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1350
9118875,2019-01-17,2015-07-06,2,t,t,District 18,36.136255042169815,-86.80269820446242,Entire home/apt,Condominium,2,1.0,1,Real Bed,119.0,200.0,60.0,100.0,101,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1291
9132878,2019-01-17,2015-10-27,2,t,t,District 7,36.210793834144006,-86.73273425866884,Entire home/apt,House,8,2.0,3,Real Bed,160.0,300.0,75.0,98.0,52,10.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1178
9156218,2019-01-17,2015-10-28,1,f,f,District 18,36.13028683520202,-86.81268479149334,Entire home/apt,House,3,1.0,1,Real Bed,100.0,0.0,50.0,100.0,3,10.0,10.0,10.0,10.0,9.0,f,f,flexible,f,f,t,True,1177
9182002,2019-01-17,2015-09-23,1,t,f,District 22,36.101714723497466,-86.92801526509982,Private room,House,4,1.0,2,Real Bed,69.0,100.0,30.0,100.0,47,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1212
9185457,2019-01-17,2013-05-23,3,t,t,District 6,36.16759055161819,-86.74143115861895,Entire home/apt,Guest suite,5,1.0,1,Real Bed,125.0,0.0,20.0,98.0,233,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2065
9185913,2019-01-17,2015-10-30,2,t,t,District 26,36.07665730401138,-86.7350619631009,Entire home/apt,House,8,1.5,3,Real Bed,85.0,200.0,60.0,73.0,4,6.0,9.0,10.0,9.0,7.0,t,f,moderate,f,f,t,True,1175
9188932,2019-01-17,2010-12-15,28,f,f,District 6,36.171623638876,-86.75112720768357,Entire home/apt,House,12,2.5,4,Real Bed,662.0,0.0,200.0,98.0,35,10.0,9.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,2955
9197378,2019-01-17,2015-01-14,1,t,t,District 23,36.07874510698906,-86.89350425350216,Entire home/apt,Apartment,3,1.0,1,Real Bed,60.0,0.0,30.0,97.0,134,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1464
9212753,2019-01-17,2013-04-02,2,t,t,District 8,36.208379065703824,-86.73500416055886,Entire home/apt,Loft,16,2.0,2,Real Bed,850.0,1500.0,350.0,98.0,30,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2116
9218062,2019-01-17,2015-10-31,7,t,t,District 16,36.10731208047585,-86.73595774804924,Entire home/apt,House,4,1.0,2,Real Bed,140.0,150.0,85.0,98.0,19,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1174
9218294,2019-01-17,2015-03-10,3,t,f,District 17,36.135887418889816,-86.78448942768256,Entire home/apt,House,12,4.5,4,Real Bed,329.0,0.0,219.0,99.0,160,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1409
9219413,2019-01-17,2015-01-14,2,t,t,District 7,36.19396721223233,-86.72516211058334,Entire home/apt,Townhouse,6,3.5,3,Real Bed,375.0,500.0,150.0,99.0,74,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1464
9252931,2019-01-17,2015-11-03,2,t,t,District 6,36.18365486636386,-86.74811932588078,Entire home/apt,House,12,4.0,4,Real Bed,725.0,500.0,200.0,100.0,49,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1171
9260886,2019-01-17,2012-12-20,1,t,f,District 6,36.17166300926628,-86.74163739318752,Entire home/apt,House,6,1.0,2,Real Bed,113.0,100.0,75.0,98.0,144,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2219
9260938,2019-01-17,2015-11-03,1,f,f,District 23,36.10329473294102,-86.87420553320734,Entire home/apt,House,8,2.0,4,Real Bed,350.0,400.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,f,f,flexible,f,f,t,False,1171
9300130,2019-01-17,2013-05-31,36,t,f,District 19,36.17313370025538,-86.78113950649673,Entire home/apt,Apartment,6,2.0,2,Real Bed,257.0,500.0,130.0,93.0,111,9.0,9.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,2057
9309758,2019-01-17,2015-10-08,1,t,f,District 2,36.1991942440276,-86.8272541249464,Entire home/apt,House,9,2.0,3,Real Bed,229.0,1000.0,105.0,99.0,67,10.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1197
9318201,2019-01-17,2015-11-06,1,t,t,District 18,36.12748600765681,-86.79837177117372,Entire home/apt,Guest suite,2,1.0,1,Real Bed,84.0,0.0,40.0,98.0,157,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1168
9330812,2019-01-17,2015-11-07,1,t,f,District 6,36.16532322505624,-86.75252510527494,Entire home/apt,Guest suite,4,1.0,1,Real Bed,147.0,300.0,65.0,99.0,111,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1167
9348884,2019-01-17,2015-11-03,2,t,t,District 6,36.180503272417496,-86.74850547848813,Entire home/apt,House,7,2.0,3,Real Bed,275.0,250.0,125.0,98.0,25,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1171
9350696,2019-01-17,2015-04-11,4,t,t,District 6,36.17928973206817,-86.7156463918668,Entire home/apt,Apartment,3,1.0,1,Real Bed,55.0,500.0,50.0,98.0,47,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1377
9383218,2019-01-17,2015-11-10,1,t,t,District 6,36.170762410271564,-86.74611490929037,Entire home/apt,House,10,2.0,3,Real Bed,375.0,500.0,150.0,100.0,46,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1164
9383501,2019-01-17,2015-11-10,1,f,t,District 20,36.1588957990659,-86.84549068143133,Entire home/apt,House,10,3.0,4,Real Bed,600.0,500.0,200.0,100.0,1,10.0,6.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1164
9403958,2019-01-17,2015-10-27,1,f,t,District 19,36.14698624910859,-86.79012789652008,Entire home/apt,House,6,2.5,3,Real Bed,235.0,500.0,150.0,100.0,12,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1178
9405794,2019-01-17,2015-10-21,1,f,t,District 5,36.183262476854736,-86.74973208478642,Entire home/apt,House,12,3.0,5,Real Bed,750.0,300.0,200.0,100.0,59,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1184
9424068,2019-01-17,2015-11-12,1,f,t,District 12,36.188689581813065,-86.60573757946814,Private room,House,2,1.0,1,Real Bed,40.0,100.0,0.0,92.0,29,9.0,9.0,10.0,10.0,9.0,f,f,moderate,f,f,t,True,1162
9435965,2019-01-17,2015-11-06,2,t,f,District 16,36.12221051867944,-86.74489054757757,Entire home/apt,Bungalow,6,2.0,2,Real Bed,159.0,150.0,70.0,99.0,133,10.0,9.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1168
9450468,2019-01-17,2015-11-13,2,t,f,District 25,36.117678104591796,-86.82160909320508,Entire home/apt,House,6,1.5,2,Real Bed,350.0,1000.0,125.0,99.0,23,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,1161
9451306,2019-01-17,2015-11-02,1,t,t,District 15,36.166810244370154,-86.67852414885563,Entire home/apt,House,4,2.0,1,Real Bed,95.0,200.0,50.0,95.0,98,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1172
9477068,2019-01-17,2015-11-15,1,t,f,District 31,36.029833579515,-86.70961016211534,Entire home/apt,Guest suite,2,1.0,1,Real Bed,46.0,0.0,30.0,97.0,37,10.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1159
9482455,2019-01-17,2014-06-01,3,t,t,District 13,36.137251379626754,-86.63641252986301,Private room,House,4,1.0,1,Real Bed,45.0,0.0,15.0,94.0,49,9.0,9.0,10.0,9.0,10.0,f,f,flexible,f,f,t,True,1691
9488800,2019-01-17,2014-11-14,2,t,f,District 9,36.24018851158257,-86.6665143735988,Entire home/apt,House,6,1.0,2,Real Bed,89.0,0.0,50.0,98.0,232,10.0,9.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1525
9489809,2019-01-17,2015-10-22,2,f,t,District 35,36.048057082145,-86.93817796096974,Entire home/apt,Other,2,1.0,1,Real Bed,55.0,200.0,75.0,97.0,8,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1183
9503582,2019-01-17,2013-09-30,1,f,t,District 5,36.203653648081634,-86.7387956331443,Private room,House,3,1.0,1,Real Bed,35.0,500.0,0.0,86.0,75,8.0,9.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,1935
9527418,2019-01-17,2014-11-11,1,f,t,District 21,36.14540989802082,-86.8139888328548,Entire home/apt,Apartment,2,1.0,0,Real Bed,130.0,0.0,60.0,0.0,0,0.0,0.0,0.0,0.0,0.0,f,f,flexible,f,f,t,False,1528
9542478,2019-01-17,2014-05-10,1,t,t,District 6,36.17158740635496,-86.7367157877315,Entire home/apt,House,4,1.0,1,Real Bed,79.0,150.0,75.0,100.0,230,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1713
9562716,2019-01-17,2014-03-16,1,t,t,District 16,36.09844947078777,-86.72807027543989,Private room,House,2,1.0,1,Real Bed,50.0,0.0,0.0,99.0,228,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1768
9583992,2019-01-17,2014-12-22,2,t,f,District 24,36.127085342552455,-86.81773918487076,Entire home/apt,Townhouse,6,1.5,2,Real Bed,179.0,0.0,75.0,99.0,124,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,1487
9617109,2019-01-17,2014-07-23,5,f,t,District 29,36.09348494005863,-86.63918517681414,Entire home/apt,Townhouse,8,2.5,3,Real Bed,169.0,175.0,40.0,94.0,18,9.0,9.0,10.0,10.0,9.0,t,f,flexible,f,f,t,True,1639
9632874,2019-01-17,2015-11-24,2,t,t,District 6,36.17992404707254,-86.71967730378574,Private room,House,4,1.0,1,Real Bed,70.0,100.0,10.0,98.0,350,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1150
9634114,2019-01-17,2011-12-14,1,f,t,District 3,36.26539840643967,-86.82927536086548,Entire home/apt,House,4,1.0,2,Real Bed,125.0,200.0,40.0,98.0,47,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2591
9691851,2019-01-17,2014-07-16,4,f,t,District 6,36.17008053857036,-86.74219974243192,Entire home/apt,House,6,1.0,3,Real Bed,175.0,250.0,90.0,94.0,29,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1646
9692894,2019-01-17,2014-07-16,4,f,t,District 7,36.19878364894901,-86.70563245122158,Entire home/apt,House,8,2.0,4,Real Bed,175.0,250.0,110.0,94.0,21,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1646
9705045,2019-01-17,2015-11-29,2,f,t,District 29,36.091650666228425,-86.63623287585207,Private room,Townhouse,2,1.0,1,Real Bed,60.0,0.0,0.0,99.0,29,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1145
9710100,2019-01-17,2014-07-15,3,t,t,District 6,36.17905239236799,-86.73967170017215,Entire home/apt,Guesthouse,4,1.0,1,Real Bed,115.0,0.0,75.0,99.0,235,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,t,True,1647
9716163,2019-01-17,2011-11-18,1,t,t,District 17,36.12531803144963,-86.78469703079355,Entire home/apt,Guest suite,3,1.0,1,Real Bed,115.0,200.0,40.0,97.0,181,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2617
9716387,2019-01-17,2015-04-26,3,t,t,District 6,36.16857219344946,-86.72737472185369,Entire home/apt,House,6,1.0,2,Real Bed,150.0,200.0,100.0,98.0,12,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1362
9716458,2019-01-17,2015-11-29,1,f,t,District 33,36.009259252368686,-86.6291010418107,Entire home/apt,House,12,3.5,4,Real Bed,520.0,200.0,290.0,100.0,8,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,1145
9730845,2019-01-17,2015-11-30,1,f,t,District 26,36.07700036769289,-86.74663946696305,Entire home/apt,House,9,1.5,3,Real Bed,180.0,0.0,150.0,98.0,30,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1144
9747093,2019-01-17,2013-09-30,1,f,t,District 18,36.12488399643034,-86.80407053556047,Entire home/apt,Townhouse,5,2.0,2,Real Bed,115.0,300.0,0.0,100.0,4,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1935
9748376,2019-01-17,2015-10-13,3,t,t,District 25,36.109491468217655,-86.79104275091272,Entire home/apt,Townhouse,4,1.0,2,Real Bed,159.0,0.0,60.0,96.0,69,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1192
9751005,2019-01-17,2013-02-19,2,t,f,District 6,36.167100450375244,-86.75010151900386,Entire home/apt,House,10,2.5,3,Real Bed,562.0,500.0,185.0,98.0,143,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2158
9751960,2019-01-17,2012-04-25,3,t,t,District 6,36.17072926730106,-86.74905953429783,Entire home/apt,Guest suite,4,1.0,1,Real Bed,100.0,0.0,50.0,99.0,273,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2458
9760715,2019-01-17,2015-10-13,3,t,t,District 25,36.10830613278093,-86.79100231442278,Entire home/apt,Townhouse,8,2.0,4,Real Bed,279.0,0.0,125.0,97.0,37,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1192
9776337,2019-01-17,2015-12-02,1,t,t,District 17,36.142709345277616,-86.79361914468764,Entire home/apt,House,16,8.0,10,Real Bed,1300.0,500.0,285.0,99.0,46,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1142
9806248,2019-01-17,2015-12-04,1,f,t,District 17,36.12487917371865,-86.78204168564713,Entire home/apt,House,10,3.5,4,Real Bed,600.0,0.0,75.0,97.0,6,10.0,10.0,9.0,10.0,10.0,t,f,flexible,f,f,t,True,1140
9845474,2019-01-17,2014-08-22,1,f,t,District 6,36.17404216678399,-86.74109463347496,Entire home/apt,House,4,2.0,2,Real Bed,275.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,f,f,flexible,f,f,t,False,1609
9853448,2019-01-17,2014-05-16,15,t,t,District 6,36.18418629180371,-86.7355817105273,Entire home/apt,House,10,2.0,3,Real Bed,240.0,500.0,125.0,98.0,117,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1707
9860359,2019-01-17,2014-12-18,1,f,t,District 19,36.171609906910476,-86.77928771529241,Entire home/apt,Condominium,4,1.0,1,Real Bed,125.0,250.0,100.0,99.0,207,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1491
9863459,2019-01-17,2015-12-07,1,f,t,District 7,36.195476761971356,-86.74238940392138,Entire home/apt,House,12,2.0,3,Real Bed,96.0,0.0,60.0,95.0,207,9.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1137
9886460,2019-01-17,2013-03-25,2,t,f,District 26,36.058054768977215,-86.76002756574087,Entire home/apt,House,4,1.0,2,Real Bed,99.0,0.0,20.0,99.0,312,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,2124
9896664,2019-01-17,2012-02-10,4,t,t,District 5,36.200058331478,-86.74303480926048,Entire home/apt,House,11,2.0,5,Real Bed,299.0,350.0,240.0,92.0,11,10.0,7.0,10.0,10.0,8.0,f,f,strict_14_with_grace_period,f,f,t,True,2533
9922191,2019-01-17,2012-09-21,1,t,t,District 17,36.12632863014418,-86.78472185253986,Entire home/apt,House,2,1.0,1,Real Bed,175.0,0.0,65.0,98.0,100,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2309
9938013,2019-01-17,2014-04-28,1,f,f,District 17,36.12031583549216,-86.78225222883762,Entire home/apt,Apartment,6,1.0,2,Real Bed,90.0,0.0,20.0,80.0,2,6.0,8.0,8.0,6.0,0.0,f,f,flexible,f,f,t,True,1725
10014195,2019-01-17,2012-05-01,2,t,t,District 6,36.18393150714089,-86.74240451160692,Entire home/apt,House,10,3.0,4,Real Bed,198.0,0.0,175.0,99.0,18,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2452
10017234,2019-01-17,2014-08-08,5,t,t,District 16,36.10159635827912,-86.74234269861515,Entire home/apt,Townhouse,9,2.5,3,Real Bed,140.0,400.0,125.0,98.0,176,10.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1623
10017815,2019-01-17,2015-09-27,1,f,t,District 17,36.14080286355517,-86.76627013578242,Entire home/apt,House,4,2.0,2,Real Bed,200.0,350.0,100.0,100.0,1,10.0,8.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,1208
10055039,2019-01-17,2015-12-17,1,t,f,District 17,36.13932659341345,-86.78712003799843,Entire home/apt,House,6,1.0,3,Real Bed,168.0,150.0,80.0,97.0,139,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1127
10056974,2019-01-17,2014-04-26,4,f,t,District 24,36.1219045881723,-86.8440629851904,Entire home/apt,House,8,2.0,4,Real Bed,165.0,0.0,99.0,91.0,42,9.0,10.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,1727
10071971,2019-01-17,2014-07-23,5,f,t,District 29,36.093765494913995,-86.64044600794671,Private room,House,2,1.0,1,Real Bed,99.0,300.0,20.0,89.0,24,9.0,9.0,10.0,10.0,9.0,f,f,flexible,f,f,t,True,1639
10095921,2019-01-17,2015-12-20,1,t,f,District 19,36.17565319219517,-86.78860601848434,Entire home/apt,House,12,2.0,2,Real Bed,550.0,1000.0,200.0,100.0,84,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1124
10101324,2019-01-17,2014-07-10,1,t,t,District 16,36.10391487145324,-86.7371256044014,Entire home/apt,House,6,1.0,2,Real Bed,99.0,250.0,75.0,94.0,95,9.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1652
10106032,2019-01-17,2015-12-20,1,f,t,District 17,36.132815587992674,-86.78322635213043,Entire home/apt,House,8,2.0,3,Real Bed,250.0,200.0,150.0,99.0,18,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1124
10125486,2019-01-17,2015-09-02,1,t,t,District 6,36.181765524170295,-86.73957919871992,Entire home/apt,Bungalow,2,1.0,1,Real Bed,149.0,200.0,75.0,100.0,39,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,1233
10163485,2019-01-17,2015-12-24,2,t,t,District 24,36.144223742693455,-86.82439056293778,Entire home/apt,House,4,1.0,1,Real Bed,100.0,0.0,0.0,97.0,300,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1120
10177990,2019-01-17,2014-02-01,11,t,f,District 6,36.172126142909114,-86.7616398475593,Entire home/apt,Condominium,4,1.0,2,Real Bed,149.0,100.0,75.0,96.0,150,10.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1811
10179336,2019-01-17,2014-02-01,11,t,f,District 6,36.17194013865835,-86.76167199885819,Entire home/apt,Condominium,4,1.0,2,Real Bed,149.0,100.0,85.0,96.0,136,10.0,9.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1811
10194770,2019-01-17,2010-02-22,1,t,t,District 6,36.171568899299494,-86.72381860531301,Private room,Guest suite,2,1.0,1,Real Bed,84.0,0.0,0.0,98.0,326,10.0,9.0,10.0,10.0,9.0,f,f,flexible,f,f,t,True,3251
10206843,2019-01-17,2015-12-27,85,f,f,District 17,36.14691622072544,-86.76537847444962,Entire home/apt,House,20,4.0,6,Real Bed,654.0,350.0,231.0,97.0,90,10.0,9.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1117
10228685,2019-01-17,2014-06-27,1,f,t,District 6,36.16990922766999,-86.75780820104505,Entire home/apt,House,12,2.0,4,Real Bed,700.0,500.0,150.0,94.0,95,9.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1665
10231183,2019-01-17,2015-12-28,1,t,f,District 20,36.160461083915294,-86.84446394063141,Entire home/apt,House,6,2.0,3,Real Bed,275.0,150.0,80.0,99.0,14,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1116
10231662,2019-01-17,2015-06-01,1,f,t,District 4,36.036845351247024,-86.72844105338258,Entire home/apt,Apartment,6,1.0,1,Airbed,88.0,0.0,45.0,100.0,1,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1326
10234851,2019-01-17,2013-05-20,1,t,f,District 19,36.147162796503615,-86.7878834031927,Entire home/apt,House,6,2.0,3,Real Bed,300.0,300.0,125.0,99.0,39,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2068
10264252,2019-01-17,2014-09-14,1,f,t,District 26,36.083594595252684,-86.73481940175738,Entire home/apt,House,4,2.0,2,Real Bed,55.0,1000.0,50.0,0.0,0,0.0,0.0,0.0,0.0,0.0,f,f,strict_14_with_grace_period,f,f,t,False,1586
10267201,2019-01-17,2014-06-24,1,t,f,District 15,36.15596607554107,-86.66196421145081,Entire home/apt,House,6,1.0,3,Real Bed,99.0,200.0,95.0,98.0,146,10.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1668
10268835,2019-01-17,2015-10-05,1,t,t,District 18,36.1300794735657,-86.80706732129805,Entire home/apt,House,2,1.0,1,Real Bed,120.0,0.0,0.0,99.0,409,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,1200
10292673,2019-01-17,2014-05-21,3,t,t,District 19,36.18362122277276,-86.79466753693441,Entire home/apt,Guesthouse,4,1.0,0,Real Bed,179.0,0.0,25.0,97.0,64,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1702
10309379,2019-01-17,2014-08-18,1,t,f,District 6,36.1724887277402,-86.76068986937041,Entire home/apt,Bungalow,6,2.0,2,Real Bed,288.0,150.0,90.0,100.0,123,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,1613
10350534,2019-01-17,2012-03-29,1,t,t,District 1,36.215502643194334,-86.93116822825407,Entire home/apt,House,6,2.5,3,Real Bed,300.0,500.0,125.0,99.0,58,10.0,10.0,10.0,10.0,10.0,f,f,moderate,t,t,t,True,2485
