id,last_scraped,host_since,host_listings_count,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,property_type,accommodates,bathrooms,bedrooms,bed_type,price,security_deposit,cleaning_fee,review_scores_rating,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,has_availability,is_review,days_host
6422,2019-01-17,2009-04-03,1,t,t,District 6,36.173151457237736,-86.73581295614261,Private room,House,2,1.0,2,Real Bed,40.0,0.0,0.0,99.0,561,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,3576
20847,2019-01-17,2010-02-08,2,t,f,District 7,36.196396503473466,-86.70426664826425,Private room,House,2,1.0,1,Real Bed,41.0,0.0,25.0,94.0,138,10.0,9.0,10.0,9.0,9.0,f,f,strict_14_with_grace_period,t,t,t,True,3265
25341,2019-01-17,2010-02-08,2,t,f,District 7,36.197052606632525,-86.70493705451717,Private room,House,2,1.0,1,Real Bed,65.0,0.0,25.0,96.0,102,10.0,9.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,t,t,t,True,3265
25613,2019-01-17,2010-03-18,1,t,t,District 6,36.17826308539588,-86.74162211853232,Private room,House,2,1.0,1,Real Bed,93.0,0.0,0.0,97.0,454,10.0,10.0,10.0,10.0,10.0,t,f,moderate,t,t,t,True,3227
37306,2019-01-17,2010-07-08,1,f,f,District 17,36.13310932770669,-86.77476703844633,Private room,House,2,1.0,1,Real Bed,105.0,200.0,0.0,99.0,100,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,t,t,t,True,3115
39870,2019-01-17,2010-07-18,2,t,t,District 18,36.12522905242,-86.81277967753712,Private room,House,2,1.0,1,Real Bed,55.0,0.0,0.0,98.0,148,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,3105
65448,2019-01-17,2010-12-15,28,f,f,District 19,36.16538579209689,-86.77589196185372,Entire home/apt,Loft,4,1.0,1,Real Bed,272.0,0.0,75.0,93.0,32,10.0,10.0,9.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,2955
72906,2019-01-17,2010-07-21,1,t,t,District 18,36.130596765918106,-86.80045100464365,Entire home/apt,Apartment,4,1.0,2,Real Bed,90.0,0.0,25.0,98.0,517,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,3102
80410,2019-01-17,2011-03-09,4,t,t,District 6,36.17839355231161,-86.74866055777098,Private room,House,2,1.0,1,Real Bed,95.0,0.0,15.0,100.0,217,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2871
125579,2019-01-17,2011-05-25,1,f,t,District 17,36.130543980874414,-86.78762158446034,Entire home/apt,House,8,2.0,3,Real Bed,195.0,150.0,85.0,94.0,158,9.0,10.0,9.0,10.0,9.0,f,f,strict_14_with_grace_period,t,t,t,True,2794
136015,2019-01-17,2011-06-05,4,t,t,District 15,36.19463574982407,-86.67195389978596,Entire home/apt,Apartment,2,1.0,1,Real Bed,96.0,150.0,35.0,97.0,49,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,2783
258817,2019-01-17,2009-06-19,13,t,t,District 12,36.16249333870618,-86.58988496633751,Private room,House,3,1.0,1,Real Bed,35.0,0.0,50.0,95.0,95,9.0,9.0,10.0,10.0,9.0,f,f,moderate,f,f,t,True,3499
280842,2019-01-17,2011-06-05,4,t,t,District 15,36.19408921544906,-86.67320170624224,Entire home/apt,House,8,2.0,3,Real Bed,135.0,250.0,35.0,98.0,164,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2783
289242,2019-01-17,2009-06-19,13,t,t,District 12,36.16102249905288,-86.59206510306326,Private room,House,2,1.0,1,Real Bed,29.0,0.0,50.0,94.0,75,8.0,9.0,9.0,10.0,9.0,f,f,moderate,f,f,t,True,3499
319705,2019-01-17,2009-06-19,13,t,t,District 12,36.16296322190152,-86.59186559179035,Private room,House,4,1.0,1,Real Bed,35.0,0.0,50.0,94.0,46,9.0,9.0,9.0,10.0,9.0,f,f,moderate,f,f,t,True,3499
325560,2019-01-17,2012-01-28,4,t,f,District 17,36.131019707500855,-86.78210205592207,Entire home/apt,Townhouse,6,1.0,1,Real Bed,99.0,250.0,100.0,99.0,246,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2546
329997,2019-01-17,2012-02-01,6,t,t,District 19,36.176411237435644,-86.79845965875059,Entire home/apt,Guesthouse,2,1.0,1,Real Bed,55.0,0.0,35.0,97.0,788,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2542
340081,2019-01-17,2009-06-19,13,t,t,District 12,36.1612783973829,-86.58985915316352,Private room,House,3,3.0,1,Real Bed,29.0,0.0,50.0,97.0,76,9.0,9.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,3499
366339,2019-01-17,2011-12-16,2,f,t,District 8,36.22791874427219,-86.7388431793286,Entire home/apt,House,8,2.0,4,Real Bed,250.0,500.0,100.0,96.0,22,9.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2589
371066,2019-01-17,2012-03-06,1,t,t,District 6,36.18461673402038,-86.73794821662894,Private room,House,4,1.0,2,Real Bed,89.0,0.0,30.0,100.0,302,10.0,10.0,10.0,10.0,10.0,t,f,flexible,f,f,t,True,2508
395889,2019-01-17,2011-12-29,1,t,t,District 6,36.164924272367344,-86.75010072740417,Private room,House,2,1.0,1,Real Bed,95.0,0.0,0.0,97.0,191,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2576
421290,2019-01-17,2012-02-01,6,t,t,District 19,36.172773667026775,-86.79330730219239,Entire home/apt,Guest suite,2,1.0,1,Real Bed,55.0,0.0,35.0,99.0,648,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2542
430052,2019-01-17,2012-02-01,6,t,t,District 19,36.17323042869821,-86.79176834803484,Entire home/apt,Guest suite,2,1.0,1,Real Bed,55.0,0.0,35.0,99.0,646,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2542
431258,2019-01-17,2012-02-01,6,t,t,District 19,36.17663020845814,-86.80003344826538,Entire home/apt,House,4,2.5,2,Real Bed,100.0,0.0,95.0,97.0,387,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2542
475134,2019-01-17,2012-01-23,2,t,t,District 17,36.11693485927458,-86.78936972060382,Entire home/apt,Apartment,3,1.0,1,Real Bed,137.0,100.0,50.0,96.0,107,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2551
491172,2019-01-17,2012-05-21,3,t,t,District 5,36.187563872790655,-86.7472055145587,Private room,House,2,1.0,1,Real Bed,84.0,200.0,0.0,96.0,305,10.0,9.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,2432
501570,2019-01-17,2012-05-21,3,t,t,District 6,36.191409683411706,-86.74371183458997,Private room,House,2,1.0,1,Real Bed,84.0,200.0,0.0,97.0,233,10.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2432
513664,2019-01-17,2012-06-03,1,f,t,District 14,36.154780842635134,-86.64911943064308,Private room,House,4,1.0,1,Real Bed,90.0,0.0,0.0,94.0,27,9.0,9.0,10.0,10.0,9.0,f,f,moderate,f,f,t,True,2419
609655,2019-01-17,2012-07-22,1,f,t,District 7,36.21607654095529,-86.70865858988901,Entire home/apt,House,4,1.0,2,Real Bed,99.0,0.0,25.0,99.0,271,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2370
632636,2019-01-17,2012-02-01,6,t,t,District 19,36.17325873857293,-86.79358418104073,Entire home/apt,Apartment,2,1.5,1,Real Bed,95.0,0.0,50.0,100.0,177,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2542
634515,2019-01-17,2012-04-05,1,t,t,District 18,36.12989321873804,-86.79583124448381,Entire home/apt,Condominium,2,1.0,1,Real Bed,89.0,0.0,80.0,96.0,104,9.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2478
637425,2019-01-17,2012-05-21,3,t,t,District 6,36.191853025752366,-86.74474822865686,Private room,House,2,1.0,3,Real Bed,83.0,200.0,0.0,96.0,137,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,t,True,2432
641688,2019-01-17,2012-08-09,1,t,t,District 22,36.068169052707006,-86.94125862920806,Private room,House,2,1.0,1,Real Bed,39.0,0.0,0.0,94.0,113,9.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2352
645985,2019-01-17,2011-12-18,1,f,t,District 6,36.185648343774545,-86.71511174761713,Private room,House,1,1.0,1,Real Bed,24.0,0.0,0.0,97.0,44,10.0,9.0,10.0,9.0,9.0,f,f,moderate,t,t,t,True,2587
648088,2019-01-17,2012-08-13,2,t,t,District 19,36.1444855138391,-86.79087120439932,Private room,Cottage,4,1.0,1,Real Bed,115.0,0.0,50.0,97.0,306,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2348
674159,2019-01-17,2012-08-30,1,f,f,District 6,36.17242348961381,-86.73741579377901,Entire home/apt,Guest suite,2,1.0,1,Real Bed,200.0,0.0,15.0,98.0,226,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2331
681880,2019-01-17,2012-09-04,1,t,t,District 7,36.21628100900716,-86.70935387857931,Entire home/apt,Guesthouse,2,1.0,1,Real Bed,89.0,0.0,25.0,99.0,486,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2326
747429,2019-01-17,2012-04-03,3,f,t,District 21,36.18276193922407,-86.80295870134616,Entire home/apt,House,12,2.0,3,Real Bed,295.0,750.0,150.0,93.0,52,10.0,8.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,2480
775235,2019-01-17,2012-07-22,1,t,f,District 35,36.05153820864836,-86.93820168005642,Entire home/apt,House,2,1.0,1,Real Bed,60.0,400.0,100.0,98.0,60,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2370
914787,2019-01-17,2013-01-30,7,t,t,District 19,36.176310521466895,-86.78266664559307,Entire home/apt,Apartment,5,1.0,1,Real Bed,175.0,150.0,75.0,94.0,248,9.0,9.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,2178
980344,2019-01-17,2011-03-14,4,f,t,District 24,36.143995460663156,-86.82826595827238,Private room,House,2,1.0,1,Real Bed,250.0,300.0,65.0,0.0,1,0.0,0.0,0.0,0.0,0.0,t,f,strict_14_with_grace_period,f,f,t,False,2866
994298,2019-01-17,2013-03-14,2,f,t,District 17,36.13425264384577,-86.77801006323774,Private room,House,5,2.0,3,Real Bed,325.0,0.0,75.0,99.0,102,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,t,t,t,True,2135
1006989,2019-01-17,2012-03-10,1,t,t,District 6,36.175086376745746,-86.73580605475193,Entire home/apt,Guest suite,3,1.0,1,Real Bed,99.0,0.0,25.0,99.0,359,10.0,10.0,10.0,10.0,10.0,f,f,moderate,t,t,t,True,2504
1009550,2019-01-17,2013-03-20,1,t,t,District 7,36.212354218107926,-86.70461419729678,Entire home/apt,Guest suite,6,1.0,2,Real Bed,110.0,0.0,55.0,99.0,156,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,t,t,t,True,2129
1039298,2019-01-17,2013-04-01,1,t,t,District 7,36.22490317164532,-86.72295193238018,Entire home/apt,Guest suite,4,1.0,2,Real Bed,79.0,100.0,60.0,100.0,58,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2117
1065775,2019-01-17,2011-06-05,4,t,t,District 15,36.180576974102365,-86.68721011414232,Entire home/apt,House,6,1.0,2,Real Bed,100.0,150.0,50.0,100.0,12,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2783
1130166,2019-01-17,2013-05-02,1,f,t,District 17,36.12199920885863,-86.78844454479608,Entire home/apt,Guest suite,3,1.0,2,Real Bed,100.0,200.0,0.0,100.0,300,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,2086
1150709,2019-01-17,2012-07-31,2,f,t,District 19,36.17296609279092,-86.7818730006703,Entire home/apt,Condominium,5,1.0,1,Real Bed,159.0,100.0,20.0,92.0,482,10.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2361
1209395,2019-01-17,2013-05-27,1,t,t,District 19,36.14882825382891,-86.79629040768913,Entire home/apt,Condominium,2,1.0,1,Futon,85.0,250.0,70.0,97.0,120,9.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,t,t,t,True,2061
1246985,2019-01-17,2013-04-21,3,t,t,District 12,36.156560780222726,-86.57389930644943,Entire home/apt,House,10,2.5,3,Real Bed,250.0,300.0,100.0,92.0,10,9.0,10.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,2097
1278810,2019-01-17,2013-06-17,1,f,t,District 6,36.18626415874103,-86.73251442767747,Entire home/apt,Cabin,12,3.0,4,Real Bed,525.0,0.0,145.0,97.0,107,10.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2040
1300670,2019-01-17,2010-05-05,1,f,t,District 10,36.32114288230356,-86.72643742275595,Entire home/apt,Chalet,4,1.0,1,Real Bed,130.0,100.0,0.0,100.0,20,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,3179
1300996,2019-01-17,2013-06-23,5,t,t,District 6,36.169599464024856,-86.72509801611021,Entire home/apt,Loft,4,1.0,1,Real Bed,100.0,100.0,60.0,98.0,307,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,2034
1340955,2019-01-17,2013-06-21,2,t,t,District 5,36.18199156212325,-86.75236967255577,Entire home/apt,House,8,1.0,4,Real Bed,169.0,0.0,55.0,98.0,392,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2036
1376970,2019-01-17,2011-02-11,3,f,t,District 7,36.18945067650578,-86.72530990207257,Entire home/apt,House,3,1.0,1,Real Bed,89.0,0.0,50.0,93.0,132,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,t,True,2897
1386270,2019-01-17,2010-08-12,4,t,t,District 7,36.20008145727086,-86.72368180361276,Private room,House,2,1.0,1,Real Bed,55.0,0.0,0.0,98.0,409,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,3080
1399012,2019-01-17,2012-07-09,5,f,t,District 18,36.133672808469946,-86.79587715377096,Entire home/apt,Apartment,4,1.0,1,Real Bed,138.0,100.0,50.0,92.0,364,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,2383
1428018,2019-01-17,2013-07-23,1,t,t,District 6,36.175426790719264,-86.71908859086484,Private room,House,2,1.0,1,Real Bed,105.0,0.0,25.0,98.0,199,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,2004
1468175,2019-01-17,2013-07-25,4,t,t,District 19,36.14900994055768,-86.78817784534141,Private room,House,2,1.0,1,Real Bed,75.0,250.0,45.0,91.0,140,9.0,9.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,t,f,t,True,2002
1469884,2019-01-17,2013-07-25,4,t,t,District 17,36.14584244982536,-86.7863384776534,Private room,House,3,1.0,1,Real Bed,65.0,250.0,39.0,88.0,76,9.0,9.0,10.0,9.0,8.0,f,f,strict_14_with_grace_period,t,f,t,True,2002
1476349,2019-01-17,2013-06-11,51,t,f,District 18,36.1305204316868,-86.79583462269034,Entire home/apt,Loft,4,1.0,1,Real Bed,90.0,150.0,75.0,94.0,126,9.0,10.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,2046
1537921,2019-01-17,2010-04-25,1,t,f,District 6,36.167939346986905,-86.73759203871387,Entire home/apt,Guesthouse,2,1.0,1,Real Bed,139.0,200.0,50.0,98.0,165,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,3189
1546787,2019-01-17,2013-06-11,51,t,f,District 18,36.129027808672255,-86.79335929464996,Entire home/apt,Loft,3,1.0,0,Real Bed,90.0,150.0,65.0,98.0,280,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,2046
1550764,2019-01-17,2012-02-01,6,t,t,District 19,36.17295343964264,-86.793404399467,Entire home/apt,Guest suite,2,1.0,1,Real Bed,55.0,0.0,35.0,98.0,511,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2542
1557535,2019-01-17,2013-08-20,1,t,t,District 7,36.22637010501942,-86.70968720695734,Entire home/apt,House,12,2.5,4,Real Bed,645.0,200.0,150.0,99.0,53,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1976
1583339,2019-01-17,2012-01-04,7,f,t,District 6,36.177394052161105,-86.74362168684424,Entire home/apt,House,6,2.5,3,Real Bed,350.0,500.0,100.0,97.0,40,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,2570
1583557,2019-01-17,2012-01-04,7,f,t,District 6,36.17862069431249,-86.74353007925725,Entire home/apt,House,4,1.5,2,Real Bed,120.0,200.0,50.0,97.0,66,9.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2570
1584280,2019-01-17,2013-08-26,1,t,f,District 6,36.17649088613286,-86.74237123157913,Entire home/apt,Guesthouse,2,1.0,1,Real Bed,86.0,0.0,35.0,97.0,276,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1970
1587240,2019-01-17,2012-01-04,7,f,t,District 6,36.179029342024776,-86.74362644018824,Private room,House,2,1.5,1,Real Bed,70.0,250.0,25.0,99.0,116,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2570
1637070,2019-01-17,2013-09-07,2,t,t,District 5,36.19823490123858,-86.74584176655735,Private room,Cottage,2,1.0,1,Real Bed,62.0,0.0,0.0,98.0,171,10.0,10.0,10.0,10.0,10.0,f,f,moderate,t,t,t,True,1958
1640655,2019-01-17,2013-04-29,1,f,t,District 17,36.125398922284475,-86.77824513780027,Private room,House,2,1.0,2,Real Bed,87.0,0.0,0.0,98.0,145,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2089
1644990,2019-01-17,2013-08-14,1,t,t,District 6,36.175531463466136,-86.73539407004904,Entire home/apt,Apartment,4,1.0,1,Real Bed,125.0,0.0,0.0,98.0,365,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1982
1656104,2019-01-17,2013-09-11,2,t,t,District 20,36.1580073727997,-86.87729104843609,Private room,House,2,1.5,1,Real Bed,55.0,0.0,0.0,97.0,208,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1954
1661560,2019-01-17,2013-09-12,2,t,t,District 6,36.1754347595996,-86.73620054251057,Entire home/apt,Apartment,6,1.0,2,Real Bed,165.0,0.0,80.0,98.0,98,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1953
1709396,2019-01-17,2013-09-23,1,f,t,District 25,36.107736085857375,-86.77697746075714,Entire home/apt,House,8,3.0,3,Real Bed,385.0,200.0,90.0,92.0,17,8.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,1942
1714215,2019-01-17,2011-07-12,12,f,f,District 12,36.187431261730794,-86.59163092028551,Private room,House,5,1.0,1,Real Bed,30.0,250.0,35.0,98.0,8,10.0,9.0,10.0,10.0,9.0,t,f,moderate,f,f,t,True,2746
1722329,2019-01-17,2013-09-26,3,t,t,District 6,36.173176134488564,-86.73948068138849,Private room,House,2,1.0,1,Real Bed,95.0,250.0,0.0,99.0,240,10.0,10.0,10.0,10.0,10.0,f,f,moderate,t,t,t,True,1939
1736031,2019-01-17,2009-08-29,2,f,t,District 7,36.18994456271179,-86.7245279133758,Entire home/apt,Guest suite,2,1.0,1,Real Bed,65.0,100.0,45.0,92.0,153,9.0,10.0,9.0,10.0,10.0,f,f,moderate,f,f,t,True,3428
1793477,2019-01-17,2013-07-15,1,t,t,District 7,36.197797242192685,-86.70567950901794,Entire home/apt,Guest suite,6,1.0,1,Real Bed,99.0,250.0,30.0,99.0,370,10.0,10.0,10.0,10.0,10.0,f,f,moderate,t,t,t,True,2012
1801399,2019-01-17,2013-07-01,1,t,f,District 7,36.209661617504395,-86.73013584107359,Private room,House,6,1.0,3,Real Bed,110.0,0.0,0.0,99.0,29,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,2026
1801414,2019-01-17,2013-10-15,1,f,t,District 16,36.09567936459618,-86.72534361456854,Entire home/apt,House,4,1.5,2,Real Bed,110.0,200.0,75.0,98.0,72,10.0,9.0,10.0,10.0,10.0,f,f,moderate,f,t,t,True,1920
1818212,2019-01-17,2013-10-11,2,f,t,District 7,36.199840270691745,-86.7402940316233,Entire home/apt,Apartment,5,1.0,2,Real Bed,90.0,200.0,40.0,94.0,121,10.0,9.0,10.0,10.0,9.0,f,f,moderate,f,f,t,True,1924
1840652,2019-01-17,2012-04-03,3,f,t,District 21,36.17642450301718,-86.80902089356054,Entire home/apt,Townhouse,8,2.0,3,Real Bed,295.0,750.0,125.0,95.0,98,10.0,8.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,2480
1842910,2019-01-17,2013-10-25,4,t,t,District 6,36.187083270897936,-86.74346012999546,Entire home/apt,Apartment,2,1.0,1,Real Bed,90.0,0.0,60.0,98.0,217,10.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,t,t,t,True,1910
1844680,2019-01-17,2013-10-25,3,t,t,District 7,36.216612788507675,-86.7254980623494,Private room,House,2,1.0,1,Real Bed,60.0,95.0,10.0,97.0,146,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1910
1847403,2019-01-17,2013-02-04,1176,f,f,District 19,36.16129258739351,-86.78045393083464,Entire home/apt,Apartment,5,2.0,2,Real Bed,999.0,0.0,89.0,94.0,43,9.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,2173
1857152,2019-01-17,2013-10-28,3,f,t,District 4,36.01714533224242,-86.71482276255912,Private room,House,4,1.0,2,Real Bed,55.0,0.0,0.0,99.0,275,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1907
1885504,2019-01-17,2013-11-04,10,f,t,District 16,36.1096311805464,-86.74195052714481,Entire home/apt,Apartment,6,2.0,2,Real Bed,97.0,100.0,65.0,95.0,107,9.0,10.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,1900
1906253,2019-01-17,2010-12-15,28,f,f,District 19,36.163320859217826,-86.77712451248121,Entire home/apt,Loft,5,1.0,1,Real Bed,189.0,0.0,80.0,95.0,24,10.0,10.0,10.0,9.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,2955
1936931,2019-01-17,2010-07-29,1,f,t,District 16,36.09916436610626,-86.73750483448934,Entire home/apt,House,3,1.0,1,Real Bed,80.0,0.0,0.0,90.0,18,9.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,t,t,True,3094
1951714,2019-01-17,2013-07-25,4,t,t,District 19,36.14721163516454,-86.78758673111155,Shared room,House,3,1.0,1,Futon,99.0,350.0,50.0,97.0,7,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,t,f,t,True,2002
1954040,2019-01-17,2013-08-16,1,t,t,District 7,36.204428949595744,-86.72778403195518,Private room,Bungalow,2,2.0,1,Real Bed,68.0,0.0,0.0,98.0,187,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,t,True,1980
1955811,2019-01-17,2013-11-18,1,f,t,District 19,36.18375385174347,-86.79637013705697,Entire home/apt,House,8,2.5,2,Real Bed,119.0,0.0,110.0,89.0,167,8.0,10.0,10.0,9.0,9.0,t,f,moderate,f,f,t,True,1886
1975476,2019-01-17,2013-02-04,1176,f,f,District 19,36.16158030571437,-86.77977353741741,Entire home/apt,Apartment,5,2.0,2,Real Bed,999.0,0.0,89.0,87.0,9,8.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,2173
1984644,2019-01-17,2013-08-10,1,t,t,District 7,36.21517051596964,-86.71478085227542,Entire home/apt,Apartment,4,1.0,1,Real Bed,71.0,0.0,50.0,97.0,126,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1986
2010018,2019-01-17,2013-04-21,2,t,f,District 7,36.20713647532878,-86.73114903917782,Entire home/apt,House,12,2.5,4,Real Bed,426.0,500.0,150.0,97.0,250,9.0,9.0,10.0,10.0,10.0,t,f,strict_14_with_grace_period,f,f,t,True,2097
2022417,2019-01-17,2013-09-25,1,t,t,District 7,36.21606338891675,-86.72368420082684,Entire home/apt,Guesthouse,2,1.0,2,Real Bed,165.0,1000.0,0.0,98.0,208,10.0,9.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,f,f,t,True,1940
2071080,2019-01-17,2013-07-25,4,t,t,District 19,36.14716836048716,-86.78753917711077,Shared room,House,1,1.0,1,Futon,100.0,350.0,0.0,100.0,3,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,t,f,t,True,2002
2082627,2019-01-17,2010-12-15,28,f,f,District 19,36.1639121800187,-86.77585110691808,Entire home/apt,Loft,4,1.0,1,Real Bed,259.0,0.0,70.0,93.0,17,10.0,10.0,10.0,9.0,9.0,f,f,strict_14_with_grace_period,f,f,t,True,2955
2083878,2019-01-17,2013-12-15,2,t,t,District 19,36.170738188063716,-86.79057041504718,Entire home/apt,Guest suite,5,1.5,2,Real Bed,105.0,0.0,60.0,97.0,368,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,1859
2135786,2019-01-17,2012-06-30,1,f,t,District 16,36.099804722654746,-86.73753011668853,Entire home/apt,Loft,2,1.0,1,Real Bed,89.0,225.0,150.0,97.0,235,10.0,9.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,2392
2138177,2019-01-17,2013-05-22,1,t,t,District 6,36.1613732744974,-86.75327373980137,Private room,House,4,1.0,1,Real Bed,93.0,0.0,35.0,99.0,265,10.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2066
2140341,2019-01-17,2013-12-31,1,t,t,District 19,36.164278763035625,-86.77704328395136,Entire home/apt,Loft,4,1.0,1,Real Bed,149.0,200.0,75.0,97.0,163,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,1843
2170733,2019-01-17,2013-04-22,1,f,t,District 6,36.188541163131596,-86.74452150813875,Entire home/apt,House,4,1.0,2,Real Bed,200.0,0.0,75.0,98.0,51,10.0,9.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,t,True,2096
2172240,2019-01-17,2010-07-18,2,t,t,District 25,36.12472376267147,-86.8133931651302,Private room,House,2,1.0,1,Real Bed,50.0,0.0,0.0,97.0,421,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,t,True,3105
2181743,2019-01-17,2013-06-23,5,t,t,District 6,36.16975546026134,-86.73837264434627,Entire home/apt,Apartment,6,1.0,2,Real Bed,135.0,100.0,85.0,98.0,225,10.0,10.0,10.0,10.0,10.0,t,f,moderate,f,f,t,True,2034
